title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Evil in the Lake,Blaze Dzikowski,2024-02-17,168,angielski,Błażej Dzikowski,horror,papier,0,0,"It has been here for decades... and it awakes every summer to claim new victims.Paul is a young and forward-thinking university priest, so he can't imagine what the church bigwigs thought when sending him with the eccentric, volatile exorcist Father Conrad on a new investigation.Their mission is to check out mysterious drownings in the quiet village of Elmwood, New York, which may involve unholy forces. But Paul doesn't even believe in the supernatural and he has his own demons to worry about.As the investigation unfolds, however, Paul grows increasingly convinced something terrible is happening in Elmwood. More victims show up in terrifying circumstances and the town reveals its dark underbelly, with all signs pointing to an ominous presence lurking in the secluded lake.Paul never expected he would have to fight for his life.Now he might lose his soul.► Evil in the Lake is the first installment in Amen: American Exorcists horror book series, where two exorcists, one young and idealistic, one old and hardcore, investigate demonic crimes and fight supernatural evil across modern-day America.For fans of heart-pumping horrors and supernatural thrillers, it is a must-read. If you enjoyed The Exorcist and The Haunting of Hill House, you won't be able to put down this chilling tale. ◄ Blaze Dzikowski","0,0",9788394218256,https://lubimyczytac.pl/ksiazka/5125202/evil-in-the-lake
Instytut,Stephen King,2024-02-15,672,polski,Albatros,horror,papier,7274,1040,"Wyjątkowe wydanie książki z barwionymi krawędziami stron i ze wstążeczką.""INSTYTUT""Mocny jak ""To"", przerażający jak ""Podpalaczka""!Stephen King powraca do motywów znanych z jego najlepszych książek.Zjawiają się w nocy.W ciągu dwóch minut eliminują wszystkie przeszkody.I uprowadzają obiekt.Interesują ich dzieci.Wyjątkowe dzieci…Luke Ellis budzi się w pokoju do złudzenia przypominającym jego własny, tyle że bez okien. Wkrótce orientuje się, że trafił do tajemniczego Instytutu i nie jest jedynym dzieciakiem, którego tu uwięziono. To miejsce odosobnienia dla nastolatków obdarzonych zdolnościami telepatii lub telekinezy. W Instytucie zostaną poddani testom, które wzmocnią ich naturalną, choć nadprzyrodzoną moc. Opiekunowie nie mają skrupułów – grzeczne dzieci są nagradzane, nieposłuszne – surowo karane. Wszyscy jednak, prędzej czy później, trafią do drugiej części Instytutu, a stamtąd nikt już nie wraca.Gdy kolejne dzieci znikają w Tylnej Połowie, Luke jest coraz bardziej zdesperowany. Musi uciec i wezwać pomoc. Bo jeśli komuś miałoby się udać, to właśnie jemu. Tylko że nikt dotąd nie uciekł z Instytutu.","7,6",9788383610221,https://lubimyczytac.pl/ksiazka/5094370/instytut
Szpital,Robert J. Szmidt,2024-02-14,320,polski,Skarpa Warszawska,horror,papier,513,91,"Wrocław, rok 1963. Na tyłach zakładu karnego numer 1 stoi zwalisty poniemiecki gmach, mieszczący klinikę psychiatryczną. To właśnie w jej murach rozegra się kolejna odsłona dramatu mieszkańców miasta. To tutaj późnym popołudniem 9 sierpnia trafia uznany za szaleńca pacjent, który twierdzi, że jego żona zmarła, po czym zmartwychwstała. Samobójstwo bredzącego w malignie mężczyzny będzie zarzewiem ciągu krwawych zdarzeń, którym stawi czoła załoga szpitala – już na pierwszy rzut oka za mało liczna, by odeprzeć śmiertelne zagrożenie.Bestsellerowa seria „Szczury Wrocławia"", która zmieniła oblicze polskiego gatunku i na stałe wpisała autora na listę bestsellerów!","6,9",9788383293448,https://lubimyczytac.pl/ksiazka/5103016/szpital
Guwernantka,Mateusz Łukasz Marcinkowski,2024-02-14,149,polski,My Book,horror,papier,9,3,"Autor Elizabeth wraca z nowym zbiorem! Guwernantka to kolejna propozycja Mateusza Łukasza Marcinkowskiego dla fanów literatury niesamowitej, która dostarczy amatorom strachu wielu mocnych wrażeń. Gotycki klimat, trzymający w napięciu sposób narracji i czająca się gdzieś za plecami groza to znak rozpoznawczy stylu autora, za który czytelnicy pokochali jego debiut, a niniejszy zbiór jest jego godnym następcą.Tytułowe opowiadanie to historia młodej dziewczyny – Anne, która – zmuszona sytuacją rodzinną – podejmuje pierwszą w swoim życiu pracę zarobkową. Gdy poprzednia nauczycielka umiera w tajemniczych okolicznościach, Anne zostaje guwernantką u państwa Cowanów. Z czasem okazuje się, że jej pracodawcy skrywają mroczny sekret, a ona sama znalazła się w śmiertelnym niebezpieczeństwie.Nieziemska historia to opowiadanie o bliskim spotkaniu z cywilizacją pozaziemską. Główny bohater traci w jego wyniku ukochaną, która przepada bez śladu. Zmęczony niedowierzaniem, drwinami i oskarżeniami ze strony sceptyków, zdobywa się na wywiad dla redaktora poczytnego czasopisma na temat zjawisk paranormalnych w nadziei, że to pomoże mu odnaleźć narzeczoną. Wkrótce sprawy przybierają nieoczekiwany obrót.Nieznajomy to historia człowieka, którego żonę prześladuje nieznany mężczyzna pojawiający się w ich domu za każdym razem, gdy ten wychodzi do pracy. Kobieta jest coraz bardziej przerażona, a zdeterminowany mąż postanawia zdemaskować jej prześladowcę. Prawda okazuje się jednak jeszcze bardziej przerażająca niż mogłoby się wydawać...Demoniczna kochanka to czwarte z kolei opowiadanie w zbiorze. Opowiada historię Andy'ego, który za namową znajomego bierze udział w seansie spirytystycznym. Przy pomocy słynnej tabliczki Ouija nawiązuje kontakt z duchem, który przedstawia się jako Alice. Przekonany, że to jego przyjaciel stoi za wszystkim, dla żartu umawia się z duchem na randkę. Wkrótce w jego życiu zaczynają się dziać dziwne rzeczy...Zaklęta w marmur to tragiczna historia pewnego artysty-rzeźbiarza, który traci w pożarze swą ukochaną żonę. Wkrótce jednak w jego pracowni dochodzi do tajemniczych zdarzeń, których finał jest naprawdę zaskakujący.Nawiedzona melodia opowiada historię krawca, który pewnego razu otrzymuje od swojego klienta w prezencie tajemniczą pozytywkę wygrywającą przejmująco smutną melodię, pod której wpływem mężczyzna wpada w coraz większą melancholię. Finał tej opowieści niejednemu zjeży włos na głowie.Ostatnie opowiadanie w zbiorze – Kocica to opowieść o ludzkich lękach ukrytych za wiarą w przesądy, która nie zawsze jest przejawem irracjonalności czy ignorancji. Główny bohater zmuszony jest zrewidować swój sceptyczny stosunek do tego zjawiska, gdy sam nieoczekiwanie pada jego ofiarą…","6,1",,https://lubimyczytac.pl/ksiazka/5104396/guwernantka
Escape from Incel Island,Margaret Killjoy,2024-02-14,100,angielski,Strangers in a Tangled Wilderness,horror,papier,1,0,"To cope with rising misogynist violence, the US government offered people a golden opportunity: any man who felt like they were owed a free woman could move to a remote island and be given one. The offer was, of course, a trap. Five years later, wise-cracking special ops mercenary Mankiller Jones and their companion Dr. Morrison venture to Incel Island on an important mission for the military, and in the process become the first women (or people perceived as women) the inhabitants of Incel Island have seen in years. Along with a ragtag group of Nice Guys, Mankiller and Dr. Morrison encounter hordes of CHUDs, Volcels, Betas, and the King of the Incels himself as they try to escape the island prison.On Incel Island, somebody’s about to get laid…to rest.","8,0",9781958911020,https://lubimyczytac.pl/ksiazka/5122073/escape-from-incel-island
What Feasts at Night,T. Kingfisher,2024-02-13,165,angielski,Titan Books,horror,papier,5,0,"The follow-up to T. Kingfisher’s bestselling gothic novella, What Moves the Dead .Retired soldier, Alex Easton, returns in a horrifying new adventure.After their terrifying ordeal at the Usher manor, Alex Easton feels as if they just survived another war. All they crave is rest, routine, and sunshine, but instead, as a favor to Angus and Miss Potter, they find themself heading to their family hunting lodge, deep in the cold, damp forests of their home country, Gallacia.In theory, one can find relaxation in even the coldest and dampest of Gallacian autumns, but when Easton arrives, they find the caretaker dead, the lodge in disarray, and the grounds troubled by a strange, uncanny silence. The villagers whisper that a breath-stealing monster from folklore has taken up residence in Easton’s home. Easton knows better than to put too much stock in local superstitions, but they can tell that something is not quite right in their home. . . or in their dreams.","6,8",9781803369686,https://lubimyczytac.pl/ksiazka/5107223/what-feasts-at-night
The Eclipse Ritual,Kate Rivenhall,2024-02-12,238,angielski,Amazon Kindle,horror,e-book,1,0,"This was not supposed to happen.This couldn't be the Allfather's will.I knew what I had seen.I hadn't seen righteousness. Or religious devotion.I had seen hunger.And he was going to consume me.Obedience, daughter of the Prophet Jonas, has led a blessed life as one of the Chosen Ones. But her faith is tested on the day of the long-awaited Eclipse Ritual, when she gets bound for life to a man she never expected, a man with a dark and obsessive need to possess her.She begins to learn the truth about her idyllic community, but will her husband be her savior or her damnation? Find out in this dark and depraved cult romance.","8,0",,https://lubimyczytac.pl/ksiazka/5111252/the-eclipse-ritual
Tales from the Rain: Early Weird Fiction,Mark Howard Jones,2024-02-06,424,angielski,Macabre Ink,horror,papier,0,0,"NIGHTMARE FICTION FROM THE RAGGED EDGES OF REALITYA sinister ice sculpture that towers a hundred feet highThe secret of the ‘man’ suffering from The ConditionA strange girl who welcomes you to her very unusual homeAn insane, otherworldly cure for a lingering deathAn abusive doppelgänger who refuses to lie down and dieA car park that may be one corner of a very personal hellMeet all these horrific treasures and many more in the 52 stories waiting between the covers of Tales From The Rain.This book brings back into print the collections Songs From Spider Street and Brightest Black, both of which have been unavailable for almost a decade.It also includes The Monochrome Mandarin, a previously unpublished collection from the same period, alongside a selection of ‘lost’ early tales.*Cover illustration by Tais Teng","0,0",9781637890165,https://lubimyczytac.pl/ksiazka/5126100/tales-from-the-rain-early-weird-fiction
Dom dźwięków,M. P. Shiel,2024-02-02,176,polski,C&T Crime & Thriller,horror,papier,17,2,"Opis wydawcy:DZIESIĘĆ UPIORNYCH OPOWIEŚCI GROZY JEDNEGO Z ULUBIONYCH AUTORÓW H.P. LOVECRAFTAMatthew Phipps Shiel (1865-1947) na poczesne miejsce w literaturze niesamowitej zasłużył opowieścią tytułową niniejszego zbioru. Zachwyciła ona samego H.P. Lovecrafta, czemu dałwyraz w legendarnym eseju „Nadprzyrodzona groza w literaturze” - określając tę historię wręcz arcydziełem gatunku.Inne historie tego brytyjskiego pisarza hinduskiego pochodzenia także zadziwiają kunsztownym poziomem narracji, choć równie intrygujące są tutaj miejsca i czas zaskakujących wydarzeń - od współczesnych autorowi, aż po starożytność.ZAWARTOŚĆ1. Żona Huguenina (Huguenin's Wife)2. Sprawa Euphemii Raphash (The Case of Euphemia Raphash)3. Tulsah (Tulsah)4. Xélucha (Xélucha)5. Oblubienica (The Bride)6. Wielki Król (The Great King)7. Dom dźwięków (The House of Sounds)8. Blada małpa (The Pale Ape)9. Miejsce boleści (The Place of Pain)10. Dzwon z kościoła Grobu Świętego (The Bell of St. Sépulcre)","6,0",,https://lubimyczytac.pl/ksiazka/5101937/dom-dzwiekow
Gniew,Stephen King,2024-02-01,273,polski,Akcje Dewastacje,horror,papier,39,5,"W miasteczku Placerville w stanie Maine, chłopiec o imieniu Charles Decker przetrzymuje pod bronią 24 uczniów po uprzednim zastrzeleniu dwójki nauczycieli. Opowiada im o ważnych aspektach życia i doprowadza do sytuacji, w której większość z nich wyznanie pozostałym swe ""brudne sekrety"".","7,2",,https://lubimyczytac.pl/ksiazka/5109171/gniew
Egil i wyspa siedmiu królestw,Juan Carlos Moreno,2024-02-01,115,polski,Hachette Polska,"baśnie, legendy, podania",papier,7,3,"Minęło wiele lat, odkąd dwaj synowie Skallagrima z Islandii, Egil i Thorolf, zostali zmuszeni do ucieczki z Norwegii po poważnej kłótni z królem Erykiem Krwawym Toporem. W tym czasie dwaj bracia utworzyli potężny zastęp wojowników najemnych zwany Bractwem. Jednak nieuniknione niebezpieczeństwa doprowadzą ich do ponownej przeprawy przez morza, aż wylądują na odległej wyspie, gdzie szykuje się wielka wojna, do której dąży anglosaski król Adalstein Zwycięzca. Pragnie on zjednoczyć siedem królestw w jedno i nadać mu nazwę Anglia.","7,1",9788328236943,https://lubimyczytac.pl/ksiazka/5105803/egil-i-wyspa-siedmiu-krolestw
A Child Alone with Strangers:,Philip Fracassi,2024-02-01,,angielski,Vibrance Press,horror,audiobook,1,0,"When young Henry Thorne is kidnapped and held prisoner in a remote farmhouse surrounded by miles of forest, he finds himself connecting with a strange force living in the woods—using that bond to wreak havoc against his captors. Unknown to the boy, however, is that this ancient being has its own reasons for wanting the interlopers gone—there is something hidden beneath the house, tucked away in the dark, damp root cellar . . . waiting for its return.","7,0",,https://lubimyczytac.pl/audiobook/5115822/a-child-alone-with-strangers
Jak sprzedać nawiedzony dom,Grady Hendrix,2024-01-31,408,polski,Zysk i S-ka,horror,papier,533,153,"Porywająca i równocześnie przerażająca opowieść o nawiedzonym domu i rodzinnej traumie…Kiedy Louise dowiaduje się, że jej rodzice zmarli, boi się wracać do domu. Nie chce zostawiać córki z byłym mężem i lecieć do Charleston. Nie chce mieć do czynienia z domem rodzinnym, wypchanym po brzegi pozostałościami po karierze naukowej ojca i życiowej obsesji matki na punkcie lalek. Nie chce uczyć się żyć bez dwóch osób, które najlepiej znała i najbardziej kochała. Przede wszystkim zaś nie chce mieć do czynienia ze swoim bratem Markiem, który nigdy nie opuścił ich rodzinnego miasta, jest bezrobotny i ma siostrze za złe jej życiowy sukces. Niestety, będzie potrzebowała jego pomocy, aby przygotować dom do sprzedaży, ponieważ wprowadzenie go na rynek będzie wymagało czegoś więcej niż tylko pomalowania ścian i usunięcia wspomnień z całego życia.Niektóre domy nie chcą bowiem zostać sprzedane – ten również ma inne plany…","6,9",9788383350370,https://lubimyczytac.pl/ksiazka/5086396/jak-sprzedac-nawiedzony-dom
Nacisk śruby i inne opowieści o duchach,Henry James,2024-01-31,424,polski,Zysk i S-ka,horror,papier,44,28,"Wybór opowieści o duchach, szaleństwie i rodzinnych tajemnicach pióra jednego z najwybitniejszych pisarzy przełomu XIX i XX wieku.Henry James tworzył na styku dwóch kultur – amerykańskiej i brytyjskiej – i dwóch epok literackich – realizmu i modernizmu. Ma w swoim dorobku nie tylko wnikliwe powieści psychologiczne, lecz również liczne opowiadania grozy, których wybór znalazł się w tej książce. Najsłynniejsze z nich, Nacisk śruby (The Turn of the Screw),jest prawdopodobnie najczęściej analizowanym, interpretowanym czy omawianym opowiadaniem o duchach w dziejach literatury. To gotycka opowieść o młodej guwernantce przekonanej, że jakieś tajemnicze siły prześladują znajdujące się pod jej opieką dzieci. Książka zawiera także inne utwory pisarza, m.in. Radosny zaułek, Upiorny czynsz i Sir Edmund Orme.","7,1",9788381168328,https://lubimyczytac.pl/ksiazka/5097076/nacisk-sruby-i-inne-opowiesci-o-duchach
Chaos,Robert J. Szmidt,2024-01-24,560,polski,Skarpa Warszawska,horror,papier,1675,297,"Bestsellerowa seria, którą pokochali czytelnicy, powraca w nowej odsłonie!Wrocław, sierpień 1963. Miasto zostaje odcięte od świata z powodu epidemii. Milicjanci są świadkami dziwnych wydarzeń – pacjenci atakują przebywających w izolatorium na Psim Polu chorych i personel. Wkrótce do Komendy Wojewódzkiej napływają niepokojące sygnały o „zmartwychwstałych”. Zbiera się sztab kryzysowy, który musi podjąć działania. Do izolatoriów skierowane zostają oddziały KBW i ZOMO, a rozkaz jest tylko jeden: opanować sytuację!","6,9",9788383293325,https://lubimyczytac.pl/ksiazka/5098260/chaos
Konstrukt,Michał Ferek,2024-01-19,372,polski,Michał Ferek,horror,e-book,10,6,"Terror przetacza się przez Amerykę!Pewnego dnia do rodziny Murphy z Filadelfii przyjeżdża pewien tajemniczy kupiec, który oferuję wykonaną z tytanu czaszkę. Z początku John, kochający mąż Karen nie jest zachwycony zakupem przedmiotu i próbuje zbyć nachalnego gościa. Jednak jego żona nalega, aby nabyć go za wszelką cenę… Jak się później okazuje, ta decyzja zmieni ich życie na zawsze...Na drugim końcu USA, w pewnym instytucie w Kalifornii ucieka coś, co przeczy prawom fizyki – metaliczna konstrukcja, która żywi się świeżą, ludzką krwią. Ameryka zaczyna się zmieniać, a krwawe żniwo niesione przez tajemniczego gościa powoduję, że ludzie zaczynają ginąć w przedziwnych okolicznościach przez metalowe przedmioty, które nagle wprawiły się w ruch.Nikt jednak nie wie, że prawdziwe zamiary Konstruktu są bardziej złożone. Przechodząca niemal przez całe Stany mordercza maszyna kieruję się na wschód, w poszukiwaniu czegoś, co pomoże jej powrócić do domu. Odmieniona rodzina Murphy jest w śmiertelnym niebezpieczeństwie, zwodzona iluzją prowizorycznego szczęścia.Na trop zabójczej maszyny wpadają dwaj policjanci z Los Angeles, którzy próbują za wszelką cenę powstrzymać morderczy rajd, który zakończy się pogromem Stanów Zjednoczonych, jeśli na czas nie powstrzymają jej żądzy krwi. Nie wiedzą jednak, że historia Konstruktu sięga ponad 100000 lat, kiedy to meteoryt Willamette spadł na tereny ówczesnej Kanady i za sprawą ostatniej epoki lodowcowej został przetransportowany na tereny dzisiejszego Oregonu…Czas ucieka i wydaję się, że koniec Stanów Zjednoczonych kończy się wraz z ostatnią ofiarą Konstruktu, który zapoczątkuje nowy początek świata na Ziemi, kiedy tylko odzyska swoją upragnioną zgubę…","6,9",9788397084209,https://lubimyczytac.pl/ksiazka/5102375/konstrukt
This Wretched Valley,Jenny Kiefer,2024-01-16,304,polski,Quirk Books,horror,papier,1,0,Ta książka nie posiada jeszcze opisu.,"8,0",9781683693680,https://lubimyczytac.pl/ksiazka/5130774/this-wretched-valley
Wszystko będzie dobrze,Natalia Hermansa,2024-01-12,50,polski,Nie powiem,horror,e-book,4,1,"Czy osierocone rodzeństwo, zdradzona kobieta i emerytowany żołnierz przetrwają starcie z potworem siejącym grozę w niewielkiej podkarpackiej wsi?Odkąd w Zalesiu zaczyna dochodzić do serii krwawych ataków, mieszkańcy starają się nie wychodzić z domów po zmroku. Nie wszyscy jednak się boją grupa nastolatków wciąż włóczy się wieczorami po opustoszałych ulicach. I wkrótce gorzko tego żałuje.Michałowi i jego siostrze Marcie cudem udaje się uciec przed niebezpieczeństwem. Oboje są przerażeni, ale cieszą się, że przeżyli. Niestety najgorsze dopiero przed nimi. Z kolei Anita, której całe życie właśnie stanęło na głowie, zmierza do dawnej przyjaciółki, nie mając pojęcia, jak wielkie zło na nią czyha.Gustaw jako jedyny wypowiada wojnę tajemniczej bestii. A gdy wreszcie wpada na jej trop, odkrywa mrożącą krew w żyłach prawdę...Opowiadanie stanowi dodatek do książki „Światła ślepego miasta”.","8,8",,https://lubimyczytac.pl/ksiazka/5101664/wszystko-bedzie-dobrze
Nocna zmiana,Stephen King,2024-01-10,480,polski,Albatros,horror,papier,4523,375,"PIERWSZY I UCHODZĄCY ZA NAJLEPSZY TOM OPOWIADAŃ MISTRZA HORRORU.Wiele z tych mrożących krew w żyłach utworów sfilmowano, m.in. „Cmentarną szychtę“, „Dzieci kukurydzy“, „Czasami wracają“, „Magiel“ i „Szarą materię“.W 2023 roku miał premierę film „Boogeyman“, oparty na opowiadaniu „Czarny Lud“, z Sophie Thatcher (znaną z serialu „Yellowjackets“) oraz Chrisem Messiną („Operacja Argo“, „Ostre przedmioty“) w rolach głównych!Para trafiająca do miejsca, w którym żyją wyłącznie dzieci… Nauczyciel wracający do rodzinnego miasteczka i spotykający tam ludzi, którzy zginęli trzydzieści lat temu… Człowiek, który zaczyna się zamieniać w galaretowatą szarą masę… Mężczyzna, który igra ze śmiercią, przechodząc dla ukochanej po wąskim gzymsie 120 metrów nad ziemią… Morderca grasujący po kampusie, gdy nadchodzi pora nazywana Truskawkową Wiosną…Stwory żyjące w szafach, śmiercionośne maszyny, wampiry, demoniczni kochankowie, gigantyczne szczury, śmiercionośne żołnierzyki, przerażające dzieciaki, szalony biznesmen… Jednym słowem wszystko, czego można oczekiwać po klasycznych horrorach, i jeszcze więcej!To opowieści o zwykłych ludziach postawionych w makabrycznych sytuacjach i codziennych przedmiotach, które przechodzą przerażające przemiany.Bo horror czai się tuż pod powierzchnią normalności.Ten zbiór opowiadań zmrozi niejedno serce.„Chicago Tribune“King potrafi sprawić, że coś całkiem zwyczajnego staje się makabryczne i zaczynasz sprawdzać zamki w drzwiach. „The Boston Globe“Niezrównana wyobraźnia!„The Observer“Fani Stephena Kinga, czytając „Nocną zmianę“, znajdą wiele zalążków pomysłów, które później przerodziły się w pełnoprawne powieści i bestsellery literackie.panodkultury.com","7,1",9788383610610,https://lubimyczytac.pl/ksiazka/5093310/nocna-zmiana
Submechanofobia,Scott Cawthon,2024-01-10,328,polski,Feeria Young,horror,papier,7,0,"Czy miałeś kiedyś niewytłumaczalne przeczucie, że wokół ciebie dzieje się coś dziwnego?Caden podejrzewa, że podwodne animatroniki w parku wodnym Freddy’s Fantasy są czymś więcej niż bezmyślnymi robotami. Robbie jest pewien, że umysłami członków Fanklubu Fazbeara zawładnęła tajemnicza siła. Abe nie może oprzeć się wrażeniu, że animatroniczni asystenci z jego mieszkania w Fazplex Tower coś przed nim ukrywają… Gdy w świecie Five Night’s at Freddy’s zorientujesz się, co jest nie tak, zwykle jest już za późno…","6,1",9788367931175,https://lubimyczytac.pl/ksiazka/5096980/submechanofobia
Dom stu szeptów,Graham Masterton,2024-01-01,350,polski,Albatros,horror,papier,1804,368,"wydanie pocketoweNAJNOWSZA POWIEŚĆ GROZY BRYTYJSKIEGO MISTRZA HORRORU, GRAHAMA MASTERTONA.Autorska interpretacja opowieści o nawiedzonym domu.Na smaganych wiatrem wrzosowiskach stare domostwo strzeże swych sekretów...Allhallows Hall jest rozległą rezydencją w stylu Tudorów, położoną na ponurych i mglistych wrzosowiskach w Dartmoor. Niewielu miałoby odwagę, by tu osiąść. A jednak były naczelnik więzienia, Herbert Russell, zdecydował się na to bez wahania. Teraz, kiedy już nie żyje, posiadłość dziedziczą jego dzieci.Choć ojciec od dawna był z nimi skłócony, wprowadzają się do pozostawionej im w spadku posiadłości. Tymczasem złowieszcza atmosfera wrzosowisk wdziera się do wszystkich pomieszczeń. Podłogi skrzypią, w tajemnych korytarzach odbija się echo, wiatr gwiżdże w kryjówkach przygotowanych niegdyś dla katolickich duchownych.W dniu, w którym rodzina decyduje się opuścić Allhallows Hall i nigdy już tam nie wracać, we wnętrzu domu przepada bez wieści mały Timmy Czyżby w tych starych murach od wieków gnieździło się zło?A może zło to jedynie wytwór ludzkiego umysłu?GRAHAM MASTERTON POWRACA DO GATUNKU, W KTÓRYM JEST MISTRZEM – DO POWIEŚCI GROZY.WYJĄTKOWE UJĘCIE KLASYCZNEJ OPOWIEŚCI O NAWIEDZONYM DOMUNa smaganych wiatrem wrzosowiskach stare domostwo strzeże swych sekretów...Niewielu miałoby odwagę zamieszkać w Allhallows Hall, ponurej rezydencji w stylu Tudorów. Ale były naczelnik więzienia, Herbert Russell, zdecydował się na to bez wahania.Po śmierci właściciela do posiadłości przybywa trójka skłóconych z nim dzieci, by poznać ostatnią wolę ojca. Treść testamentu jest szokująca, ale najgorsze dopiero ich czeka w nieprzyjaznych murach Allhallows Hall. Do pomieszczeń domu wdziera się złowieszcza atmosfera wrzosowisk – podłogi skrzypią, w tajemnych korytarzach odbija się echo, a kryjówka przygotowana przed kilkuset laty dla katolickich duchownych tchnie grozą.Żadne z dzieci właściciela nie zamierza osiąść w tym przerażającym dworze. Chcą go jak najszybciej opuścić i nigdy nie wracać. I właśnie kiedy podejmują tę decyzję, we wnętrzu domu przepada bez śladu Timmy, pięcioletni wnuk Herberta Russella. A potem znikająkolejne osoby...Czy ktokolwiek ma szanse w walce z domostwem, w którym przez lata gromadziło się zło?","6,1",9788383613000,https://lubimyczytac.pl/ksiazka/5164955/dom-stu-szeptow
Wampir,Władysław Stanisław Reymont,2024-01-01,176,polski,Hachette Polska,horror,papier,724,108,"Początek XX wieku. Zenon to emigrant z Polski, który odnosi literackie sukcesy i jest zaręczony z piękną Betsy. Za namową przyjaciela postanawia pójść na seans spirytystyczny. Poznaje tam Daisy, która niedawno przybyła z Indii w towarzystwie Hindusa Mahatmy Guru oraz czarnej pantery Bagh. Mimo iż Zenon i Daisy pochodzą z różnych światów, to jest jednak w rudowłosej piękności coś, co nie pozwala Polakowi o niej zapomnieć. Niczym ćma do ognia, pisarz ciągnie do niej, niepomny przestróg ze strony znajomych o zgubnym wpływie tajemniczej kobiety na jego życie. Nie dostrzega, iż za rogiem czai się pradawna siła, o której nawet członkowie Towarzystwa Teozoficznego mogliby jedynie śnić. Brnie prosto w objęcia czystego zła...","5,9",9788328249462,https://lubimyczytac.pl/ksiazka/5119596/wampir
Demon ruchu,Stefan Grabiński,2024-01-01,260,polski,Wydawnictwo IX,horror,papier,644,99,Tom trzeci dzieł zebranych Stefana Grabińskiego: Demon ruchu.Spis utworów:Głucha przestrzeńSmoluchW przedzialeWieczny pasażerFałszywy alarmDemon ruchuMaszynista GrotSygnałyDziwna stacjaBłędny pociągŚlepy torUltima Thule,"7,1",9788368257038,https://lubimyczytac.pl/ksiazka/5130073/demon-ruchu
Na wzgórzu róż,Stefan Grabiński,2024-01-01,190,polski,Wydawnictwo IX,horror,papier,91,15,Tom drugi dzieł zebranych Stefana Grabińskiego: Na wzgórzu róż.Spis utworów:Na wzgórzu różSzalona zagrodaPo stycznejZezCieńW willi nad morzem,"6,7",9788368257021,https://lubimyczytac.pl/ksiazka/5130072/na-wzgorzu-roz
Szalony pątnik,Stefan Grabiński,2024-01-01,230,polski,Wydawnictwo IX,horror,papier,81,14,Tom czwarty dzieł zebranych Stefana Grabińskiego: Szalony pątnik.Spis utworów:Szary pokójNoclegZnakProblemat CzelawySaturnin SektorKrukOsada dymówWezwanieDziedzina,"6,7",9788368257045,https://lubimyczytac.pl/ksiazka/5130074/szalony-patnik
Księga ognia. Opowiadania fantastyczne,Stefan Grabiński,2024-01-01,194,polski,Wydawnictwo IX,horror,papier,66,14,Tomy szósty dzieł zebranych Stefana Grabińskiego pod redakcją Krzysztofa Grudnika: Księga ognia.,"7,0",9788368257182,https://lubimyczytac.pl/ksiazka/5172506/ksiega-ognia-opowiadania-fantastyczne
Żywok,Magdalena Sobota,2024-01-01,503,polski,Phantom Books Horror,horror,papier,11,3,"Kiedy przychodzi zima, góry usypiają i śnią. Zasypia też las, stary jak świat, pełen wszystkiego, co nigdy nie umiera. Ale wśród drzew jest też coś, co zawsze pozostaje czujne, mimo że od dawna jest pogrzebane i zapomniane… – Inka przyjeżdża do babci mieszkającej w niedużej, górskiej wsi, Paportynkach. Nie ma jednak pojęcia o sekretach, które staruszka przed nią ukrywa. Wojtek jest leśnikiem i samotnikiem, noszącym w sobie dar i jednocześnie przekleństwo: dostrzega to, czego inni nie mogą zobaczyć. – Gdy w górach zaczynają umierać ludzie, tylko on wie, że właśnie rozpoczęło się polowanie. I musi podjąć decyzję. Cicho sza, bo inaczej przyjdzie żywok.","7,5",9788367042307,https://lubimyczytac.pl/ksiazka/5169650/zywok
Niesamowita opowieść. (Wybór nowel),Stefan Grabiński,2024-01-01,180,polski,Wydawnictwo IX,horror,papier,35,5,Tomy piąty dzieł zebranych Stefana Grabińskiego pod redakcją Krzysztofa Grudnika: Niesamowita opowieść.,"6,2",9788368257175,https://lubimyczytac.pl/ksiazka/5172505/niesamowita-opowiesc-wybor-nowel
Namiętność,Stefan Grabiński,2024-01-01,164,polski,Wydawnictwo IX,horror,papier,27,3,Siódmy dzieł zebranych Stefana Grabińskiego pod redakcją Krzysztofa Grudnika: Namiętność.,"7,0",9788368257199,https://lubimyczytac.pl/ksiazka/5172508/namietnosc
Upierz,Paulina Pudło,2024-01-01,335,polski,Abyssos,horror,papier,20,6,"Do wsi Kay przybywa młody pastor, Erich von Reuss. Szybko okazuje się, że nowa parafia nie jest jedynie cichą osadą pod lasem, lecz skrywa własne, mroczne tajemnice. Gdy na jaw wychodzi morderstwo, a plebanię zaczyna nawiedzać piękna nieznajoma, Erich postanawia rozwiązać zagadkę niezwykłych wydarzeń. Wspierany przez masona oraz ekscentryczną hrabinę, wkrótce stanie przed koniecznością wyboru pomiędzy miłością i własną duszą. Oparta o polski i germański folklor powieść grozy, przeniesie Was w XIX-wieczne okolice Zielonej Góry, by przypomnieć, co dzieje się z tymi, którzy zapominają o czyhających w ciemnościach niebezpieczeństwach.","8,0",9788367929370,https://lubimyczytac.pl/ksiazka/5172045/upierz
