title,author,release_date,page_count,language,publisher,genre,format,reviews,ratings,description,avg_score,ibsn,link
Cywilizacja życia,Łukasz Winiarski,2023-12-01,392,polski,Biblioteka Wolności,"publicystyka literacka, eseje",papier,12,4,"Trzecia i najnowsza książka ""drugiego Ziemkiewicza"", odkrycia ""młodego pokolenia wolnościowców"" nosi tytuł, który podsumowuje treść dzieła: ""Cywilizacja życia"". Ta napisana lekkim, bardzo przystępnym, lekkostrawnym językiem książka omawia sprawy bardzo poważne. Autor wziął na tapet kwestie życia i śmierci. W przenikliwy, często humorystyczny sposób rozprawia się z proaborcyjną agendą. Ukazuje absurdy argumentacji feministek. Rozkłada na czynniki pierwsze cywilizację śmierci. Przede wszystkim jednak, odwołując się do rozumu, afirmuje cywilizację życia. Książkę ""połyka się"" na raz! Uważamy, że to jedna z najlepszych apologetyk idee pro-life na rynku!""Stawia się akcent propagandowy na hasło, że aborcja to wybór, a wybór to wolność - kto sprzeciwia się prawu do wyboru, ten wypowiada wojnę wolności. Sprytnie jednak przemilcza się, że owszem, chodzi o wybór, ale jest to wybór między ŻYCIEM A ŚMIERCIĄ. I że kobiety są popychane do tego, by wybierać ŚMIERĆ”.","6,9",9788367135108,https://lubimyczytac.pl/ksiazka/5095397/cywilizacja-zycia
Egil i krwawy topór,Juan Carlos Moreno,2023-12-01,116,polski,Hachette Polska,"baśnie, legendy, podania",papier,10,3,"Mały Egil z Islandii wyrósł na chłopca o ogromnej sile fizycznej, jak jego ojciec Skallagrim. Młodzieniec wciąż marzy o zostaniu wojownikiem, na wzór swego brata Thorolfa, który przemierza morza w poszukiwaniu przygód i łupów. Jednak los szykuje dla Islandczyków nowe niespodzianki. Thorolf zaprzyjaźnia się z Erykiem, synem króla Haralda, z którym Skallagrima łączy dawna waśń. Kiedy Thorolf zostaje pierwszym dowódcą wielkiej zjednoczonej Norwegii, musi stawić czoła trudnym sytuacjom, który wystawiają na próbę jego lojalność.","6,2",9788328236899,https://lubimyczytac.pl/ksiazka/5097427/egil-i-krwawy-topor
Wölsungowie Ostatni z Rodu Wölsungów,Álvaro Marcos,2023-12-01,113,polski,Hachette Polska,"baśnie, legendy, podania",papier,8,3,"Lyngvi, zaciekły wódz Hundingów, wpada we wściekłość, gdy Hjördis wybiera za męża Zygmunta, a nie jego. Piękna młoda córka głowy rodu Reidgothii ma spędzić szczęśliwe dni u boku Zygmunta, który jest już w podeszłym wieku. Lyngvi jednak nie zapomina zniewagi ze strony tej, która go odtrąciła. Pewnego dnia, na czele swojej armii, wyrusza do bitwy przeciwko Zygmuntowi, który posiada magiczny miecz Gram. Walka przybiera jednak tragiczny obrót, a Hjördis musi uciekać, jeśli nie chce wpaść w ręce synów Hundinga. Podczas ucieczki spotka Alfa, dowódcę Duńczyków, który pomoże jej rozpocząć nowe życie. Jednak Zygmunt powierzył jej tajemnicę, którą ona teraz skrywa głęboko w swoim sercu.","6,4",9788328236905,https://lubimyczytac.pl/ksiazka/5097428/wolsungowie-ostatni-z-rodu-wolsungow
Księgi nieczyste,Jakub Baran,2023-12-01,260,polski,Austeria,"publicystyka literacka, eseje",papier,1,0,"A co oni nam dają teraz? Ci dwaj giganci, te dwie gwiazdy olśniewające i oświecające? Oni – gadają. Ględzą. Marudzą. Nudzą. Kłócą się. Przekrzykują. Poprawiają się wzajem. Powtarzają. Zaprzeczają sobie samym. Rozśmieszają siebie i nas. Smęcą. Zaskakują. Zdumiewają. Zaciemniają. Odkrywają. Słowem – gadka szmatka.Ale – paradoksalnie i cudownie – na tym także polega niezwykła wartość i uroda tej niepospolitej książki. Bronisław Maj","8,0",9788378666684,https://lubimyczytac.pl/ksiazka/5095527/ksiegi-nieczyste
250 PYTAŃ DO JANUSZA KORWIN-MIKKEGO TOM 2,Janusz Korwin-Mikke,2023-12-01,286,polski,Fala Wolności,"publicystyka literacka, eseje",papier,3,0,"Książka “250 pytań do Janusza Korwin-Mikkego” Tom 2, to kolejny, drugi już zbiór argumentów na rzecz wolnego rynku i wolności w ogóle. To zapis wybranych pytań, na które odpowiadał Janusz Korwin-Mikke na spotkaniach czy wywiadach.","6,3",9788396203229,https://lubimyczytac.pl/ksiazka/5102257/250-pytan-do-janusza-korwin-mikkego-tom-2
From the River to the Sea. Essays for a Free Palestine,Sai Englert,2023-12-01,,angielski,"Verso Books, Haymarket Books","publicystyka literacka, eseje",e-book,2,0,"In the final months of 2023, as this ebook is published, Israel is committing a genocide in Gaza. Israeli officials have repeatedly made their intentions to do so extremely clear; talking of collective punishment, mass murder, and ethnic cleansing in newspapers, at press conferences, and on television. All the while, European and American states have continued to support Israel, to claim its murderous campaign is justified self-defense, and to send weapons, troops, war boats, and spy planes. While Western governments have supported the unjustifiable, or spoken inane words of condemnation while failing to take any concrete action, millions around the world have poured into the streets to denounce their complicity, to demand a ceasefire and a free Palestine.From the River to the Sea collects personal testimonies from within Gaza and the West Bank, along with essays and interviews that collectively provide crucial histories and analyses to help us understand how we got to the nightmarish present. They place Israel’s genocidal campaign within the longer history of settler colonialism in Palestine, and Hamas within the longer histories of Palestinian resistance and the so-called “peace process.” They explore the complex history of Palestine’s relationship to Jordan, Egypt, and the broader Middle East, the eruption of unprecedented anti-Zionist Jewish protest in the US, the alarming escalation in state repression of Palestine solidarity in Britain and Europe, and more. Taken together, the essays comprising this collection provide important grounding for the urgent discussions taking place across the Palestine solidarity movement.With contributions from: Reda Abu Assi, Asmaa Abu Mezied, Tawfiq Abu Shomer, Khalil Abu Yahia, Dunia Aburahma, Spencer Ackerman, Hil Aked, Yousef Al-Akkad, Jamie Allinson, Hammam Alloh, Riya Al’Sanah, Soheir Asaad, Tareq Baconi, Rana Barakat, Omar Barghouti, Sara Besaiso, Ashley Bohrer, Haim Bresheeth-Zabner, Nihal El Aasar, Mohammed El-Kurd, Sai Englert, Noura Erakat, Samera Esmeir, Rebecca Ruth Gould, Toufic Haddad, Adam Hanieh, Khaled Hroub, Rashid Khalidi, Noah Kulwin, Saree Makdisi, Ghassan Najjar, Samar Saeed, Reema Saleh, Alberto Toscano, and Eyal Weizman, alongside a number of Palestinian writers published pseudonymously.","8,0",9781804297339,https://lubimyczytac.pl/ksiazka/5099898/from-the-river-to-the-sea-essays-for-a-free-palestine
Baśnie Braci Grimm,Jacob Grimm,2023-11-29,448,polski,Dragon,"baśnie, legendy, podania",papier,2522,120,"Niniejsze wydanie baśni braci Grimm zawiera utwory zebrane i pisane przez Wilhelma i Jakuba w pierwszych dekadach XIX wieku, przeznaczonych dla młodszych i starszych czytelników. Przez baśnie przewija się motyw walki dobra ze złem, a stronice zapełniają bohaterowie próbujący pokonać przeciwności losu","7,7",9788382743319,https://lubimyczytac.pl/ksiazka/5091926/basnie-braci-grimm
Baśnie Andersena,Hans Christian Andersen,2023-11-29,448,polski,Dragon,"baśnie, legendy, podania",papier,215,16,"Nastrojowymi, mądrymi, napisanymi pięknym językiem baśniami Hansa Christiana Andersena zachwycają się kolejne pokolenia dzieci, a ich rodzice odkrywają w nich coraz to nowe ukryte sensy. Warto więc sięgnąć obszerny, wzbogacony pięknymi ilustracjami zbiór.","8,1",9788382743302,https://lubimyczytac.pl/ksiazka/5091927/basnie-andersena
Klechdy. Starożytne podania i powieści ludu polskiego i Rusi,Kazimierz Władysław Wójcicki,2023-11-29,448,polski,Dragon,"baśnie, legendy, podania",papier,58,17,"„Klechdy, starożytne podania i powieści ludu polskiego i Rusi” to zbiór podań i legend ludowych, zebranych w XIX wieku przez Kazimierza Władysława Wójcickiego. Autor zabiera nas w świat chłopskiej wyobraźni, pełen magii, cudów, niezwykłych przygód, dziwaczności i krwawej makabry. Książka składa się z dwóch części – w pierwszej znajdziemy teksty zawarte w trzecim, uznawanym za wzorcowe, wydaniu najsłynniejszego z dzieł autora z 1876 roku, zatytułowanego „Klechdy. Starożytne podania i powieści ludowe”. Drugą część stanowią baśniowo-gawędziarskie opowiadania Wójcickiego, publikowane w różnorakich zbiorach i periodykach. Całość zilustrowana została oryginalnymi rysunkami i drzeworytami z epoki, pochodzącymi m.in. z wydania jubileuszowego z 1876 roku oraz z różnych wydań książkowych z połowy XIX w. oraz z czasopisma „Kłosy” z lat 1865–1876. Wśród autorów ilustracji są np. Michał Elwiro Andriolli, Wojciech Gerson, Ksawery Pillati, Franciszek Kostrzewski, Feliks Sypniewski. Dzieło Wójcickiego ukazało się po raz pierwszy w 1837 roku, za życia autora miało trzy wydania w Polsce, doczekało się także przekładów na niemiecki, czeski i rosyjski.","7,1",9788382743326,https://lubimyczytac.pl/ksiazka/5091925/klechdy-starozytne-podania-i-powiesci-ludu-polskiego-i-rusi
Opowieści z dawnych Chin,Piotr Plebaniak,2023-11-29,304,polski,Wydawnictwo Chiron,"baśnie, legendy, podania",papier,3,0,"Chińskie legendy, mity, opowiastki dydaktyczne i anegdoty historyczne.W państwie Chu żył raz pewien człowiek biegły w fizjognomii, rozpoznawaniu charakteru człowieka po twarzy. Jego osądy były tak trafne, że wspominano je we wszystkich zakątkach państwa. Sam nawet król wezwał go w końcu na swój dwór. Przybyłego mistrza poprosił o zdradzenie sekretu.Człek wyznał prosto i szczerze: „Wcalem nie biegły w czytaniu charakteru ni losów człowieka z jego oblicza. Wyroki me opieram na bacznej ocenie tych, których badany ma za przyjaciół”.Obce słowa, obce myśliDlaczego na kłamstwa Chińczycy mają zwrot „mowa demonów”? Dlaczego „pytać o kotły” oznacza aspirować do mistrzostwa lub przywództwa? Dlaczego mężczyzna kojarzący małżeństwa nazywa się „starcem pod księżycem”? Poznaj fascynujące opowieści przyniesione ze świata odległego w czasie i przestrzeni. Ze świata pełnego niezrozumiałych postępków, niezrozumiałych motywacji i niezrozumiałych słów... Gdy poznasz te opowieści, być może wykrzykniesz w myślach: „O! Nie pomyślałem o tym w ten sposób!”.","6,3",9788396518064,https://lubimyczytac.pl/ksiazka/5094690/opowiesci-z-dawnych-chin
Kraj z gówna i patyków,Radek Teklak,2023-11-28,,polski,Selfpublishing,"publicystyka literacka, eseje",e-book,1,0,"No elo,""Człowiek będący zbyt blisko władzy i klęczący przed nią na kolanach nie zauważa, że żyje w kraju bezprawia, ponieważ jest bez reszty pochłonięty czynnością, przy której większość zamyka oczy. A nawet gdyby je otworzył i dostrzegł co nieco, nic na ten temat nie powie, ponieważ usta ma zajęte zupełnie czymś innym"".Teksty, które składają się na tę książkę, zacząłem pisać w momencie, gdy za oknem zaczęła na dobre hulać pandemia. Z założenia miała to być jakaś forma odreagowania wszystkiego, co mi się przydarzyło w tamtym okresie - utrata pracy, wirus, lockdown, rządy PiS, taka sytuacja. Gdzieś w tle były też jakieś konkursy rządowe na dofinansowanie, ale bądźmy poważni, nikt nie da grosza komuś, kto bluzga, krytykuje Partię i Prezesa, jest niemiły dla polityków, i ogólnie stanowi element niepewny i podejrzany.Terapeutyzowałem się więc na Facebooku, i okazało się, że ludzie zamknięci w domach nudzili się do tego stopnia, że zaczęli piec własny chleb, rozstawać się z partnerami, i czytać moje teksty. Oni się bawili, ja się bawiłem, wszyscy zadowoleni, czego tu nie lubić.Natrzaskałem notek jakbym na akord pisał i od jutra mieli tego zabronić. Były dni, gdy wrzucałem po 2-3 wpisy. Były serie, gdy nowy tekst wpadał każdego dnia. Czytelnicy dali mi takiego napędu, że gdybym nie był leniwym typem, to w pierwszym okresie powstałoby tych tekstów dwa razy więcej.Pierwsza część obejmuje okres od rozpoczęcia pandemii do drugiej tury wyborów. Czterdzieści cztery odcinki. Życzę dobrej zabawy.","7,0",,https://lubimyczytac.pl/ksiazka/5095179/kraj-z-gowna-i-patykow
ŁDZ. Osobliwy alfabet miasta,Krystian Darmach,2023-11-24,188,polski,Wydawnictwo Części Proste,"publicystyka literacka, eseje",papier,2,0,"Łódź osobista. Zapis intymnej relacji z rodzinnym miastem. Narrator tej historii nie tylko miasto obserwuje, ale przede wszystkim go doświadcza i je przemierza w rytmie własnej biografii, pamięci, wewnętrznej geografii, postrzega przez pryzmat tej wielkiej, szalonej, i tej mniejszej, lokalnej historii. Poszukuje języka mogącego oddać barwną paletę zdarzeń, emocji, obrazów, impresji, skojarzeń, kontrastów, rozczarowań i zachwytów...Krystian Darmach – muzykant, gitarzysta zespołu Brown Time, miłośnik Portugalii i Beat Generation. Antropolog kultury, adiunkt w Katedrze Studiów Latynoamerykańskich i Porównawczych WSMiP Uniwersytetu Łódzkiego. Autor książek Miasto w zwierciadle nocy (2020),Zapisywanie świata. W poszukiwaniu antropografii (2020) i Nocne konteksty miejskiej kultury (2023).","7,0",9788396372499,https://lubimyczytac.pl/ksiazka/5122287/ldz-osobliwy-alfabet-miasta
Historia czytania,Alberto Manguel,2023-11-23,450,polski,Państwowy Instytut Wydawniczy,"publicystyka literacka, eseje",papier,123,19,"""Historia czytania"" to zbiór esejów, usiana anegdotami wędrówka przez labirynty biblioteki ludzkości, której patronem jest Jorge Luis Borges. Nieprzypadkowo: Alberto Manguel był bowiem lektorem ociemniałego Borgesa i - jak niegdyś Borges - dyrektorem Narodowej Biblioteki Argentyńskiej. To książka o niewyczerpanym bogactwie praktyk czytelniczych. O czytaniu na głos i po cichu. W rozmaitych warunkach. O różnorodności materialnego wymiaru tekstu. O tym, jak niezwykle złożonym doświadczeniem kulturowym jest czytanie. O skomplikowanej, angażującej wszystkie zmysły relacji między czytającym a tekstem. Od Arystotelesa po czasy współczesne, od tabliczek klinowych po ekrany komputerów. Autor tego dzieła, ilustrowanego i inkrustowanego licznymi anegdotami, uświadamia Czytelnikowi, że każdy zmienia się pod wpływem czytania i że każda lektura wpływa na ludzkie życie.","7,5",9788381966696,https://lubimyczytac.pl/ksiazka/5085671/historia-czytania
"Diddly Squat. Nie miał chłop kłopotu, kupił sobie świnie",Jeremy Clarkson,2023-11-22,200,polski,Insignis,"publicystyka literacka, eseje",papier,163,24,"Witajcie po raz kolejny na farmie Clarksona! Odkąd Jeremy trzy lata temu przejął gospodarskie stery, nie może opędzić się od nieustannej pracy. Teraz ma już bogate, z trudem nabyte doświadczenie rolnicze i dobrze wie, że w tej branży istnieje tylko jedna złota zasada: „Jeśli masz nadzieję, że coś się zdarzy, to coś nie zdarzy się”. Pomysłowe plany dywersyfikacji profilu farmy spotkały się z oporem brygad czerwonospodniowców, odmową rady gminy i spodziewanymi drwinami Kaleba. Choć, szczerze mówiąc, nawet Lisa miała wątpliwości, czy koncepcja Jeremy’ego jest rzeczywiście aż tak genialna: zbudowanie imperium biznesowego opartego na „zadziczaniu” i produkcji zupy z pokrzyw. I chyba tylko Radosny Charlie ma z tego powodu dobry humor: cieszy się z nadchodzącej papierkowej roboty, no ale on liczy sobie za godzinę. A co ze zwierzętami? Owce zniknęły. Do krów dołączył wynajęty byk Maestro Uwodziciel. Świnie rodzą prosięta, a kozy okazały się psychopatami. Jednak wbrew krytyce ze strony najbliższych i kolejnym katastrofom (czasami na własne życzenie),Jeremy pozostaje niepoprawnym optymistą co do przyszłości Diddly Squat. Zresztą trudno nim nie być, skoro można zbierać jeżyny odkurzaczem…","7,1",9788367710831,https://lubimyczytac.pl/ksiazka/5092337/diddly-squat-nie-mial-chlop-klopotu-kupil-sobie-swinie
"Kalendarz Słowiański 2024 ""Macierzyństwo""",Małgorzata Lewandowska,2023-11-17,13,polski,Imiona słowiańskie,"baśnie, legendy, podania",papier,0,0,"Publikacja zawiera 13 ilustracji wzbogaconych pobudzającymi wyobraźnię opisami, opartymi o rzetelne źródła i ich opracowania. Na poszczególnych kartach przybliżamy tradycyjne słowiańskie konteksty relacji matki i dziecka – od ciąży, poprzez poród i wychowanie pociechy, po oddanie jej społeczności we właściwym rytuale przejścia.","0,0",9788396681027,https://lubimyczytac.pl/ksiazka/5094708/kalendarz-slowianski-2024-quot-macierzynstwo-quot
Księga smoków świata. Tom III,Bartłomiej Grzegorz Sala,2023-11-16,264,polski,Bosz,"baśnie, legendy, podania",papier,3,1,"Trzeci tom „Księgi smoków świata”, autorstwa Bartłomieja Grzegorza Sali, prezentuje tym razem smoki i wężowe potwory znane z podań i legend pozaeuropejskich kultur. Autor, historyk i etnolog, przedstawia w nowej książce smocze stworzenia z Czarnej Afryki, świata arabskiego, muzułmańskich Indii i Persji oraz Tybetu i Azji Południowowschodniej. To niezwykle interesujące i rzetelne opracowanie, dzięki któremu czytelnicy będą mogli nie tylko poznać mniej popularne smoki i wężowe potwory, lecz także uzupełnić swoją wiedzę o wierzenia z odległych kontynentów. Dobroduszny monstrualny wąż Aido-Hwedo, wężowy bóg Mukiti, siedmiogłowy i siedmioogonowy wąż Pembe Mirui, gigantyczne węże Sindbada Żeglarza, Król Wężów Szahmaran, magiczny czarny wąż Chaste Chamar, władca dziewięćdziesięciu dziewięciu twierdz potężny smok Writra, ziejący ogniem Naga Besukih czy himalajski smok Druk to zaledwie garstka spośród osiemdziesięciu barwnie opisanych stworzeń. Najciekawsze z istot zostały zilustrowane przez Mikitę Rasolkę, doskonale obrazującego ich fascynującą, niepokorną naturę.","7,3",9788375767087,https://lubimyczytac.pl/ksiazka/5088525/ksiega-smokow-swiata-tom-iii
"Cyber pułapka. Jak internet, sztuczna inteligencja i wirtualna rzeczywistość skutecznie niszczą cywilizację.",Andrzej Zwoliński,2023-11-16,248,polski,Fronda,"publicystyka literacka, eseje",papier,4,1,"W zderzeniu z nowoczesnością człowiek zawsze staje między marzeniem a planem,przezornością a odwagą, spontanicznym poddaniem się biegowi rzeczy a kontrolą przemian.Alvin Toffler, który zasłynął jako autor książki Szok przyszłości, stwierdził,że słowo „zmiana” jest kluczem do zrozumienia współczesnego czasu. Zmianai innowacyjność są stale poszukiwane, mają swoją wartość na rynku, gdyż efektem jest ciąglenowa oferta. Zmiany te jednak mogą okazać się zbyt szybkie, powodują zamieszanie wpsychice, która nie zdąży przywyknąć do wielu otaczających zjawisk, zanim znikną w falinowych ofert i propozycji.Czynnikiem największych zmian jest technika i nowe technologie, które stwarzają zjawiskonazywane inwazją nowości.Pierwszym znakiem zmian jest radykalne zerwanie z przeszłością. Skraca się także znaczniekontakt ludzi z konkretnymi rzeczami: każda jest „na chwilę”, wymiatana ze świadomościprzez kolejne mody i trendy.Być albo nie być. Zamiast prawdziwego istnienia. Rzeczywistość wirtualna E-samotność w cyber tłumie Niby miłość. Niby przyjaźń. Niby znajomi Bez wstydu, bez prywatności, bez refleksji Przysypani nadmiarem informacji. Przebodźcowanie jednostek i społeczeństw Wszystko na sprzedaż. Big brotheryzacja czyli podglądanie świata Elektroniczna przemoc. Sieciowe i postkulturowe wzorce przemocy Zniszczone słowa. Post prawda, fejk niusy jako narzędzie kontroli Sztuczna inteligencja. Niedoskonały umysł i idealny cynizmPrzyszłość ludzkości pozostaje nieznana. Jedno jest pewne: od stopnia refleksji nad człowieczeństwem i rozumienia osoby ludzkiej oraz jej godności zależy teraźniejszość oraz to, co z niej wyrośnie.","8,5",9788380799301,https://lubimyczytac.pl/ksiazka/5097548/cyber-pulapka-jak-internet-sztuczna-inteligencja-i-wirtualna-rzeczywistosc-skutecznie-niszcza
Pokój czy wojna? Rosja i Zachód - zbliżenie,Michaił Szyszkin,2023-11-15,184,polski,Noir sur Blanc,"publicystyka literacka, eseje",papier,6,2,"Michaił Szyszkin obnaża swoją ojczyznę przed zachodnim czytelnikiem w sposób brutalnie bezpośredni i szczery. Demitologizuje „rosyjską duszę”, wywleka na wierzch prostą o niej prawdę: fundamentem społeczeństwa rosyjskiego jest niewolnicza zależność między jednostką i władzą. Rosja w tym ujęciu nie jest dobrym dzikusem, który tylko czeka na cud demokracji – Rosja to spadkobierca okrucieństwa Wikingów, jarzma mongolskiego; to depresyjna kraina bólu i bezradności, która z zewnątrz fascynuje siłą, a wewnątrz zapada się pod ciężarem własnej anachroniczności.""Pokój czy wojna? Rosja i Zachód"" – zbliżenie stanowi eseistyczną próbę przetłumaczenia Wschodu zachodniemu czytelnikowi. Najwyższy czas poznać agresora, tak by już w przyszłości nigdy nie ulegać jego urokom. Czy istnieje jednak druga Rosja? Czy Rosja Putina ma pogrzebać Rosję Tołstoja, Dostojewskiego i Czajkowskiego? Czy Rosjanin musi być dla świata straconym obywatelem? Autor zaprasza w podróż po historii „ostatniego imperium” – w poszukiwaniu nadziei na lepszą przyszłość.Książka pierwotnie ukazała się w Niemczech, wraz z esejami Fritza F. Pleitgena. Polskiemu czytelnikowi przedstawiamy wydanie wzbogacone o przedmowę i posłowie napisane przez Michaiła Szyszkina już po inwazji Rosji na Ukrainę w 2022 roku.","5,2",9788373928695,https://lubimyczytac.pl/ksiazka/5083865/pokoj-czy-wojna-rosja-i-zachod---zblizenie
Tajemna strona Świąt. Bestiariusz i mroczne tradycje,Linda Raedisch,2023-11-14,304,polski,Replika,"baśnie, legendy, podania",papier,81,19,"(Wydanie I, Wydawnictwo Replika, Poznań, 2023)""Tajemna strona Świat. Bestiariusz i mroczne tradycje"" - Mroczne tradycje najkrótszych dni w roku.Krampus, wigilijne duchy, groźne elfy – jeszcze nie tak dawno te i wiele innych przerażających postaci charakteryzowały okres Świąt Bożego Narodzenia.Przesiąknięta historią i baśniowym klimatem Tajemna strona świąt ukazuje je od tej mniej znanej, ciemnej i niepokojącej strony. Można tu spotkać tajemnicze zjawy, wiedźmy, potwory, słowem – odkryć cały bestiariusz czarodziejskich stworzeń. Ta napisana ze swadą, niezwykła książka porywa na upiorną przejażdżkę saniami pośród srebrzystych jodeł zimowego lasu i do lodowych komnat Królowej Śniegu.„Tajemna strona Świat. Bestiariusz i mroczne tradycje” przybliża również dawne zwyczaje świąteczne, a także prezentuje nietypowe spojrzenie na postać Świętego Mikołaja.Pełna tajemnicy i magii, pozwala zrozumieć czasy, gdy najkrótsze dni w roku były jednocześnie tymi najmroczniejszymi.","7,1",9788367867283,https://lubimyczytac.pl/ksiazka/5090174/tajemna-strona-swiat-bestiariusz-i-mroczne-tradycje
Halloween. Mały przewodnik,Mickie Mueller,2023-11-10,,polski,Wydawnictwo Kobiece,"baśnie, legendy, podania",papier,25,13,"„Halloween” to czwarty tom serii Małych przewodników, która składa się z przystępnie napisanych, krótkich poradników o najistotniejszych zagadnieniach z dziedziny ezoteryki. Przyjmij zaproszenie do celebrowania najstraszniejszego, ale i najweselszego święta świata! Halloween co roku pobudza wyobraźnię milionów ludzi – dla jednych to wspaniała okazja do zabawy, dla innych przerażająca tradycja rodem z horroru. Jedno jest pewne – trudno pozostać obojętnym na czar tego niezwykłego wieczoru, kiedy dynie, kościotrupy, czarownice i pająki wyglądają zza każdego rogu. Poznaj historię Halloween, związane z nim tradycje i symbole oraz dowiedz się, jak to święto ewoluowało w ciągu wieków. Dzięki tej książce dowiesz się: jak narodziło się Halloween i jak było świętowane przez różnych ludzi w kolejnych epokach; które symbole Halloween są najważniejsze i jakie jest ich ukryte znaczenie; w jaki sposób można celebrować to święto upiorów; jak udekorować swój dom i stworzyć przerażający kostium; jak przygotować tematyczne przyjęcie w klimacie Halloween. „Halloween” to obowiązkowa pozycja na półce każdego wielbiciela tego święta. Zanurz się w świecie magii i tajemnic, celebruj niezwykły czas, kiedy zasłona między światami żywych i umarłych staje się najcieńsza.","7,3",9788383215778,https://lubimyczytac.pl/ksiazka/5084084/halloween-maly-przewodnik
Zaczarowane baśnie,Laura Sampson,2023-11-09,96,polski,Dwukropek,"baśnie, legendy, podania",papier,4,3,"Świat magii jest tuż-tuż na wyciągnięcie ręki. Można w nim odkrywać odległe krainy pełne tajemnic i zaklęć, zanurzyć się w opowieściach, w których bohaterki i bohaterowie przeżywają niezwykłe przygody, spotkać fantastyczne stworzenia i potężnych czarodziejów, rzucać zaklęcia i wypowiadać życzenia.Ta pięknie zilustrowana książka to kolekcja zaczarowanych historii z całego świata od Ameryki Północnej i Południowej, poprzez Europę, Afrykę Zachodnią, aż po Azję i Oceanię. Na nowo spisana przez opowiadaczkę Laurę Sampson, z oszałamiającymi ilustracjami Quanga i Lien, jest skarbnicą opowieści dla przyszłych pokoleń.","9,0",9788381416054,https://lubimyczytac.pl/ksiazka/5083491/zaczarowane-basnie
Wojna Naszych Czasów,Arleta Bojke,2023-11-08,200,polski,Studio Magenta,"publicystyka literacka, eseje",papier,10,0,"""Zbiór pięknych reportaży. Każda z tych historii to dowód na to, że nawet doświadczenie tak wielkiego zła, jakim jest wojna, można przekuć na wielkie dobro. tam gdzie kończy się polityka, tam zaczyna się miłość. Ta książka wzywa do działania"" - prof. Agnieszka Nogal, kierownik zakładu filozofii polityki UW","4,1",9788396925725,https://lubimyczytac.pl/ksiazka/5093175/wojna-naszych-czasow
Tu jest Grecja! Antyk na nasze czasy,Marek Węcowski,2023-11-07,236,polski,Wydawnictwo Iskry,"publicystyka literacka, eseje",papier,59,13,"Wielka groźna historia wróciła. Katastrofa ekologiczna, światowy krach gospodarczy, pandemia, cierpienie mas uchodźców, okrutna wojna w Europie, kryzys liberalnej demokracji. Ta książka powstała z przekonania, że razem ze starożytnymi Grekami możemy lepiej zrozumieć nasz świat. To z ich cywilizacji wyrosła nasza. Przyjrzyjmy się z bliska ich kulturze, religii, teatrowi, rozrywkom, a także wojnom, polityce, demokracji. Od Homera do Aleksandra Wielkiego. Poznajmy sposoby radzenia sobie Greków z kryzysami i… uczmy się na ich błędach.","6,9",9788324411566,https://lubimyczytac.pl/ksiazka/5084703/tu-jest-grecja-antyk-na-nasze-czasy
Znaszli ten kraj?...,Tadeusz Boy-Żeleński,2023-11-02,174,polski,Wydawnictwo CM,"publicystyka literacka, eseje",papier,138,11,"Znasz-li ten kraj to zbiór felietonów autorstwa Tadeusza Boya-Żeleńskiego, dotyczących Krakowa schyłku XIX i początków XX wieku.Boy-Żeleński na kartach swoich felietonów odtwarza mit krakowskiej bohemy artystycznej, skupionej wokół osoby Stanisława Przybyszewskiego, a także uwiecznia niepowtarzalną atmosferę miasta. W lekkich, humorystycznych felietonach przywołuje wiele anegdot, przede wszystkim związanych z Przybyszewskim i jego cyganerską świtą. Ten obraz stworzony z właściwą Boyowi-Żeleńskiemu finezją, jest ważny nie tylko ze względu na wartość przywołanych wspomnień, lecz także zapis tworzenia się mitu krakowskiego środowiska artystycznego tamtych czasów.","7,6",9788367240970,https://lubimyczytac.pl/ksiazka/5101142/znaszli-ten-kraj
Oddr łucznik i strzały przeznaczenia,Juan Carlos Moreno,2023-11-01,115,polski,Hachette Polska,"baśnie, legendy, podania",papier,12,3,"Oddr nie jest już tak silny jak dawniej, gdy wyczyny, jakich dokonywał z ukochanym bratem Asmundem, przynosiły mu sławę największego wojownika. Wciąż jest jednak niezwykle odważny i sprytny. U schyłku życia Oddr Łucznik przygotowuje się do ostatniej bitwy, pragnąc pomścić swoich najbliższych. Odkąd dawno temu czarodziejka Heid przepowiedziała mu przyszłość podczas uczty w Berujod, Oddr wyszedł bez szwanku z niezliczonych kłopotów. Tym razem wiekowy już wojownik przeczuwa, że wkrótce spełni się przepowiednia Heid. Czy czarodziejka miała rację?","6,3",9788328236875,https://lubimyczytac.pl/ksiazka/5094365/oddr-lucznik-i-strzaly-przeznaczenia
